"OTUs";"taxa";"Aldex.kw.0.05";"Log_ratio.max";"Log_ratio.max2";"glmnet_sign.no0.CAU";"glmnet_sign.no0.CYM";"glmnet_sign.ext.CAU";"glmnet_sign.ext.CYM"
"OTU1294";"d__Bacteria.p__Patescibacteria.c__WWE3.o__WWE3.f__WWE3.g__WWE3.__";0;0;0;0;0;0;0
"OTU1295";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.__.__";0;0;0;0;0;0;0
"OTU1296";"d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__Lineage_IV.f__Lineage_IV.g__Lineage_IV.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1297";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Cohaesibacter.s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0
"OTU1298";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__uncultured.s__uncultured_Bacteroidetes";0;1;0;1;0;0;0
"OTU1299";"d__Bacteria.p__Verrucomicrobiota.c__Kiritimatiellae.o__Kiritimatiellales.f__Kiritimatiellaceae.g__R76.B128.s__Kiritimatiella_sp.";0;1;0;1;0;0;0
"OTU1300";"d__Bacteria.p__Myxococcota.c__Polyangia.o__MidBa8.f__MidBa8.g__MidBa8.s__uncultured_microorganism";0;0;0;0;0;0;0
"OTU1301";"d__Bacteria.p__Fusobacteriota.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.__";0;1;1;1;0;0;0
"OTU1302";"d__Archaea.p__Asgardarchaeota.c__Lokiarchaeia.o__Lokiarchaeia.f__Lokiarchaeia.g__Lokiarchaeia.s__uncultured_crenarchaeote";0;1;0;1;0;0;0
"OTU1303";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__uncultured.f__uncultured.g__uncultured.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU1304";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter.s__uncultured_Peredibacter";0;1;0;0;0;0;0
"OTU1305";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Aestuariibacter.s__uncultured_Alteromonas";0;0;0;0;0;0;0
"OTU1306";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__RBG.13.54.9.f__RBG.13.54.9.g__RBG.13.54.9.__";0;1;0;0;0;0;0
"OTU1307";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Maricaulis.__";0;0;0;0;0;0;0
"OTU1308";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__mle1.8.f__mle1.8.g__mle1.8.__";0;1;0;1;0;0;0
"OTU1309";"d__Bacteria.p__Gemmatimonadota.c__PAUC43f_marine_benthic_group.o__PAUC43f_marine_benthic_group.f__PAUC43f_marine_benthic_group.g__PAUC43f_marine_benthic_group.s__uncultured_Gemmatimonadetes";0;0;0;0;0;0;0
"OTU1310";"d__Bacteria.p__Spirochaetota.c__MVP.15.o__MVP.15.f__MVP.15.g__MVP.15.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU1311";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Gimesiaceae.g__uncultured.__";0;1;0;0;0;0;0
"OTU1312";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Sulfurospirillaceae.g__Sulfurospirillum.__";0;1;0;1;0;0;0
"OTU1313";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__OPB41.f__OPB41.g__OPB41.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU1314";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__SZB85.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU1315";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Crocinitomicaceae.g__Crocinitomix.__";0;1;1;0;0;0;0
"OTU1316";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.__.__.__";0;0;0;0;0;0;0
"OTU1317";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Falkowbacteria.f__Candidatus_Falkowbacteria.g__Candidatus_Falkowbacteria.s__marine_metagenome";0;0;0;0;0;0;0
"OTU1318";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__uncultured.g__uncultured.s__uncultured_euryarchaeote";0;1;0;1;0;0;0
"OTU1319";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Cellvibrionaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1320";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Silicimonas.__";0;1;0;0;0;0;0
"OTU1321";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Chroococcidiopsis_PCC.6712.s__uncultured_cyanobacterium";0;1;0;1;0;0;0
"OTU1322";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__uncultured.s__uncultured_sediment";0;1;0;0;0;0;0
"OTU1323";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__uncultured.g__uncultured.s__bacterium_YC.LK.LKJ38";0;1;0;0;0;0;0
"OTU1324";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Puniceicoccus.s__uncultured_Verrucomicrobia";0;0;0;0;0;0;0
"OTU1325";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__uncultured.f__uncultured.g__uncultured.__";0;1;1;1;0;0;0
"OTU1326";"d__Bacteria.p__Gemmatimonadota.c__BD2.11_terrestrial_group.o__BD2.11_terrestrial_group.f__BD2.11_terrestrial_group.g__BD2.11_terrestrial_group.s__uncultured_forest";0;0;0;0;0;0;0
"OTU1327";"d__Bacteria.p__Cyanobacteria.c__Vampirivibrionia.o__Caenarcaniphilales.f__Caenarcaniphilales.g__Caenarcaniphilales.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1328";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Psychromonadaceae.__.__";0;0;0;0;0;0;0
"OTU1329";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfococcaceae.g__Desulfonema.__";0;1;1;1;0;0;0
"OTU1330";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Thiotrichaceae.__.__";0;1;1;1;0;0;0
"OTU1331";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Marinoscillum.__";0;0;0;0;0;0;0
"OTU1332";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Verruc.01.s__uncultured_Verrucomicrobia";0;0;0;0;0;0;0
"OTU1333";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Kuenenbacteria.f__Candidatus_Kuenenbacteria.g__Candidatus_Kuenenbacteria.__";0;0;0;0;0;0;0
"OTU1334";"d__Bacteria.p__Planctomycetota.c__BD7.11.o__BD7.11.f__BD7.11.g__BD7.11.__";0;0;0;0;0;0;0
"OTU1335";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kordiimonadales.f__Temperatibacteraceae.g__Temperatibacter.s__Temperatibacter_marinus";0;0;0;0;0;0;0
"OTU1336";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Thioalkalispiraceae.__.__";0;0;0;0;0;0;0
"OTU1337";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__Aestuariicella.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1338";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Blfdi19.f__Blfdi19.g__Blfdi19.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU1339";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Tepidibacter.s__Tepidibacter_mesophilus";0;0;0;0;0;0;0
"OTU1340";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Nannochloropsis_gaditana";0;0;0;0;0;0;0
"OTU1341";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Phormidesmiales.f__Phormidesmiaceae.g__Phormidium_MBIC10003.__";0;0;0;0;0;0;0
"OTU1342";"d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Candidatus_Aquiluna.s__uncultured_Micrococcineae";0;0;0;0;0;0;0
"OTU1343";"d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__B276.D12.s__uncultured_bacterium";0;1;1;1;0;0;0
"OTU1344";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Pycnococcus_provasolii";0;0;0;0;0;0;0
"OTU1345";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Thalassobaculales.__.__.__";0;0;0;0;0;0;0
"OTU1346";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Lentimicrobiaceae.__.__";0;0;0;0;0;0;0
"OTU1347";"d__Bacteria.p__Fibrobacterota.c__Chitinivibrionia.o__uncultured.f__uncultured.g__uncultured.__";0;1;0;1;0;0;0
"OTU1348";"d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__Subgroup_23.s__uncultured_Acidobacteria";0;1;0;0;0;0;0
"OTU1349";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Roseibacillus.__";0;0;0;0;0;0;0
"OTU1350";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Polaribacter.__";0;1;1;1;0;0;0
"OTU1351";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__AKAU3564_sediment_group.g__AKAU3564_sediment_group.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU1352";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__D90.f__D90.g__D90.s__uncultured_gamma";0;1;0;1;0;0;0
"OTU1353";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Amsterdam.1B.07.f__Amsterdam.1B.07.g__Amsterdam.1B.07.s__uncultured_bacterium";0;1;1;1;0;0;0
"OTU1354";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__uncultured.s__uncultured_Sphingobacterium";0;0;0;0;0;0;0
"OTU1355";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Coxiellales.f__Coxiellaceae.g__Coxiella.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1356";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__uncultured.s__uncultured_Pseudomonas";0;0;0;0;0;0;0
"OTU1357";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Gimesiaceae.g__uncultured.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU1358";"d__Bacteria.p__PAUC34f.c__PAUC34f.o__PAUC34f.f__PAUC34f.g__PAUC34f.__";0;0;0;0;0;0;0
"OTU1359";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Kaiserbacteria.f__Candidatus_Kaiserbacteria.g__Candidatus_Kaiserbacteria.s__bacterium_SH4.10";0;1;1;1;0;0;0
"OTU1360";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__uncultured.s__uncultured_Chromatiales";0;0;0;0;0;0;0
"OTU1361";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Pelolinea.__";0;1;1;1;0;0;0
"OTU1362";"d__Bacteria.p__Gemmatimonadota.c__BD2.11_terrestrial_group.o__BD2.11_terrestrial_group.f__BD2.11_terrestrial_group.g__BD2.11_terrestrial_group.s__unidentified_bacterium";0;1;0;1;0;0;0
"OTU1363";"d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__uncultured.f__uncultured.g__uncultured.s__uncultured_organism";0;1;0;1;0;0;0
"OTU1364";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Blastopirellula.s__uncultured_Planctomycetaceae";0;0;0;0;0;0;0
"OTU1365";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Sva1033.f__Sva1033.g__Sva1033.__";0;1;0;0;0;0;0
"OTU1366";"d__Bacteria.p__Verrucomicrobiota.c__Kiritimatiellae.__.__.__.__";0;0;0;0;0;0;0
"OTU1367";"d__Archaea.p__Crenarchaeota.c__Nitrososphaeria.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Candidatus_Nitrosopumilus.__";0;0;0;0;0;0;0
"OTU1368";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Microbulbiferaceae.g__Microbulbifer.__";0;0;0;0;0;0;0
"OTU1369";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__uncultured.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU1370";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.s__uncultured_Acidobacterium";0;1;1;1;0;0;0
"OTU1371";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Neiella.__";0;0;0;0;0;0;0
"OTU1372";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.f__Fodinicurvataceae.g__Fodinicurvata.s__mucus_bacterium";0;0;0;0;0;0;0
"OTU1373";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__SG8.5.f__SG8.5.g__SG8.5.s__uncultured_archaeon";0;0;0;0;0;0;0
"OTU1374";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__Defluviicoccaceae.g__Defluviicoccus.s__uncultured_Rhodospirillaceae";0;1;0;1;0;0;0
"OTU1375";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Cohaesibacter.s__marine_metagenome";0;1;0;0;0;0;0
"OTU1376";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Pleurocapsa_PCC.7319.s__uncultured_cyanobacterium";0;0;0;0;0;0;0
"OTU1377";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Devosiaceae.g__uncultured.s__uncultured_Rhizobiaceae";0;0;0;0;0;0;0
"OTU1378";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Halieaceae.g__Halieaceae.__";0;0;0;0;0;0;0
"OTU1379";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kiloniellales.__.__.__";0;0;0;0;0;0;0
"OTU1380";"d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1381";"d__Bacteria.p__Myxococcota.c__bacteriap25.o__bacteriap25.f__bacteriap25.g__bacteriap25.s__uncultured_Geobacter";0;0;0;0;0;0;0
"OTU1382";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__SG8.5.f__SG8.5.g__SG8.5.__";0;0;0;0;0;0;0
"OTU1383";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Marinoscillum.s__uncultured_Flammeovirgaceae";0;0;0;0;0;0;0
"OTU1384";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methyloligellaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU1385";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.s__uncultured_Verrucomicrobia";0;0;0;0;0;0;0
"OTU1386";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__uncultured.s__Saonia_flava";0;0;0;0;0;0;0
"OTU1387";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Hahellaceae.g__Hahella.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU1388";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Natranaerovirga.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1389";"d__Archaea.p__Iainarchaeota.c__Iainarchaeia.o__Iainarchaeales.f__Iainarchaeales.g__Candidatus_Iainarchaeum.__";0;0;0;0;0;0;0
"OTU1390";"d__Bacteria.p__Gemmatimonadota.c__PAUC43f_marine_benthic_group.o__PAUC43f_marine_benthic_group.f__PAUC43f_marine_benthic_group.g__PAUC43f_marine_benthic_group.s__saltmarsh_clone";0;0;0;0;0;1;0
"OTU1391";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__DEV007.g__DEV007.s__uncultured_Verrucomicrobiaceae";0;0;0;0;0;0;0
"OTU1392";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Defluviicoccales.f__Defluviicoccaceae.g__Defluviicoccus.__";0;0;0;0;0;0;0
"OTU1393";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Rhodopirellula.s__bacterium_WH5.6";0;0;0;0;0;0;0
"OTU1394";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfatiglandales.f__Desulfatiglandaceae.g__Desulfatiglans.s__marine_metagenome";0;0;0;0;0;0;0
"OTU1395";"d__Bacteria.p__Dadabacteria.c__Dadabacteriia.o__Dadabacteriales.f__Dadabacteriales.g__Dadabacteriales.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1396";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Arcobacteraceae.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1397";"d__Bacteria.p__Caldatribacteriota.c__JS1.o__JS1.f__JS1.g__JS1.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1398";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__BD2.3.g__BD2.3.__";0;0;0;0;0;0;0
"OTU1399";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__uncultured.f__uncultured.g__uncultured.s__uncultured_Rhizobiales";0;0;0;0;0;0;0
"OTU1400";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Komeilibacteria.f__Candidatus_Komeilibacteria.g__Candidatus_Komeilibacteria.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1401";"d__Bacteria.p__Acidobacteriota.c__Subgroup_22.o__Subgroup_22.f__Subgroup_22.g__Subgroup_22.s__uncultured_deep.sea";0;0;0;0;0;0;0
"OTU1402";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Aestuariibacter.s__uncultured_Alteromonadaceae";0;0;0;0;0;0;0
"OTU1403";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfatiglandales.f__Desulfatiglandaceae.g__Desulfatiglans.s__bacterium_enrichment";0;0;0;0;0;0;0
"OTU1404";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Octadecabacter.__";0;0;0;0;0;0;0
"OTU1405";"d__Bacteria.p__Patescibacteria.c__ABY1.o__Candidatus_Kuenenbacteria.f__Candidatus_Kuenenbacteria.g__Candidatus_Kuenenbacteria.s__uncultured_deep.sea";0;0;0;0;0;0;0
"OTU1406";"d__Bacteria.p__AncK6.c__AncK6.o__AncK6.f__AncK6.g__AncK6.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1407";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__Napoli.4B.65.f__Napoli.4B.65.g__Napoli.4B.65.s__uncultured_Chloroflexi";0;0;0;0;0;0;0
"OTU1408";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__SEEP.SRB1.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1409";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Sandaracinaceae.__.__";0;0;0;0;0;0;0
"OTU1410";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Desulfuromonadia.f__Geopsychrobacteraceae.g__Desulfuromusa.s__bioreactor_metagenome";0;0;0;0;0;0;0
"OTU1411";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.g__Fuerstia.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1412";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfosarcinaceae.g__Sva0081_sediment_group.s__uncultured_delta";0;0;0;0;0;0;0
"OTU1413";"d__Bacteria.p__PAUC34f.c__PAUC34f.o__PAUC34f.f__PAUC34f.g__PAUC34f.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1414";"d__Bacteria.p__Planctomycetota.c__Pla3_lineage.o__Pla3_lineage.f__Pla3_lineage.g__Pla3_lineage.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1415";"d__Archaea.p__Crenarchaeota.c__Bathyarchaeia.o__Bathyarchaeia.f__Bathyarchaeia.g__Bathyarchaeia.s__uncultured_Bathyarchaeota";0;0;0;0;0;0;0
"OTU1416";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__SS1.B.02.17.f__SS1.B.02.17.g__SS1.B.02.17.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1417";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__GW2011.g__AR15.s__uncultured_crenarchaeote";0;0;0;0;0;0;0
"OTU1418";"d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__PeM15.f__PeM15.g__PeM15.__";0;0;0;0;0;0;0
"OTU1419";"d__Bacteria.p__NB1.j.c__NB1.j.o__NB1.j.f__NB1.j.g__NB1.j.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1420";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_BD2.2.g__Bacteroidetes_BD2.2.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1421";"d__Bacteria.p__Halanaerobiaeota.c__Halanaerobiia.o__Halanaerobiales.f__Halobacteroidaceae.g__Orenia.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1422";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Marine_Benthic_Group_D_and_DHVEG.1.f__Marine_Benthic_Group_D_and_DHVEG.1.g__Marine_Benthic_Group_D_and_DHVEG.1.s__uncultured_eukaryote";0;0;0;0;0;0;0
"OTU1423";"d__Archaea.p__Iainarchaeota.c__Iainarchaeia.o__Iainarchaeales.f__Iainarchaeales.g__Candidatus_Iainarchaeum.s__uncultured_archaeon";0;0;0;0;0;0;0
"OTU1424";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Candidatus_Berkiella.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU1425";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Nitrosococcales.f__Nitrosococcaceae.g__FS142.36B.02.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1426";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__uncultured.f__uncultured.g__uncultured.s__uncultured_Chloroflexi";0;0;0;0;0;0;0
"OTU1427";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__mle1.8.f__mle1.8.g__mle1.8.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1428";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Shewanellaceae.g__Ferrimonas.__";0;0;0;0;0;0;0
"OTU1429";"d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__uncultured.f__uncultured.g__uncultured.__";0;0;0;0;0;0;0
"OTU1430";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__uncultured.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU1431";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU1432";"d__Bacteria.p__Acidobacteriota.c__AT.s3.28.o__AT.s3.28.f__AT.s3.28.g__AT.s3.28.s__uncultured_Acidobacteriaceae";0;0;0;0;0;0;0
"OTU1433";"d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__uncultured.f__uncultured.g__uncultured.s__uncultured_delta";0;0;0;0;0;0;0
"OTU1434";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Oligosphaerales.f__Lenti.02.g__Lenti.02.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1435";"d__Bacteria.p__Sva0485.c__Sva0485.o__Sva0485.f__Sva0485.g__Sva0485.s__uncultured_organism";0;0;0;0;0;0;0
"OTU1436";"d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__uncultured_Desulfovibrionales";0;0;0;0;0;0;0
"OTU1437";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Alicyclobacillales.f__Alicyclobacillaceae.g__Tumebacillus.__";0;0;0;0;0;0;0
"OTU1438";"d__Bacteria.p__Acidobacteriota.c__Subgroup_26.o__Subgroup_26.f__Subgroup_26.g__Subgroup_26.s__uncultured_marine";0;0;0;0;0;0;0
"OTU1439";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__SB.5.g__SB.5.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1440";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__S.BQ2.57_soil_group.f__S.BQ2.57_soil_group.g__S.BQ2.57_soil_group.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU1441";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter.s__uncultured_organism";0;0;0;0;0;0;0
